query_paper,top_papers_id_all,cosine_similarity,average_cosine_similarity
8,264,0.8011571764945984,0.2279079600323598
8,101,0.798609733581543,0.2279079600323598
8,275,0.7830934524536133,0.2279079600323598
8,180,0.7799944281578064,0.2279079600323598
8,236,0.7713032364845276,0.2279079600323598
8,143,0.7638477087020874,0.2279079600323598
9,8,0.9794069528579712,0.2278163839211931
9,168,0.90609872341156,0.2278163839211931
9,136,0.8901835680007935,0.2278163839211931
9,246,0.8560810089111328,0.2278163839211931
9,102,0.8558673858642578,0.2278163839211931
9,135,0.8530817627906799,0.2278163839211931
9,167,0.8432390689849854,0.2278163839211931
9,237,0.8359144926071167,0.2278163839211931
9,152,0.8349148035049438,0.2278163839211931
9,30,0.8099198341369629,0.2278163839211931
9,235,0.8088575601577759,0.2278163839211931
9,29,0.8012593984603882,0.2278163839211931
9,266,0.8004840612411499,0.2278163839211931
9,264,0.7997955679893494,0.2278163839211931
9,166,0.7947852611541748,0.2278163839211931
9,181,0.7822927236557007,0.2278163839211931
9,101,0.7756821513175964,0.2278163839211931
9,276,0.7664406299591064,0.2278163839211931
9,180,0.7646225690841675,0.2278163839211931
10,297,0.8643779754638672,0.1301813138077577
10,19,0.8642996549606323,0.1301813138077577
10,104,0.8429765701293945,0.1301813138077577
10,227,0.8399470448493958,0.1301813138077577
10,119,0.8191786408424377,0.1301813138077577
10,35,0.7811691761016846,0.1301813138077577
10,209,0.7794902920722961,0.1301813138077577
10,274,0.7566102743148804,0.1301813138077577
11,286,0.9087251424789428,0.2137126391128705
11,176,0.8833995461463928,0.2137126391128705
11,280,0.860244870185852,0.2137126391128705
11,175,0.8595214486122131,0.2137126391128705
11,174,0.8324942588806152,0.2137126391128705
11,32,0.8170527219772339,0.2137126391128705
11,173,0.7914624214172363,0.2137126391128705
11,251,0.7841589450836182,0.2137126391128705
11,182,0.7761767506599426,0.2137126391128705
11,22,0.7624948620796204,0.2137126391128705
11,12,0.7574981451034546,0.2137126391128705
11,37,0.7562558650970459,0.2137126391128705
11,184,0.7551896572113037,0.2137126391128705
12,37,0.8886841535568237,0.254860884158875
12,41,0.8379130363464355,0.254860884158875
12,32,0.7675263285636902,0.254860884158875
12,11,0.7574981451034546,0.254860884158875
13,34,0.9217363595962524,0.1821728539177046
13,40,0.863630473613739,0.1821728539177046
13,42,0.8283122181892395,0.1821728539177046
13,101,0.7858685255050659,0.1821728539177046
13,179,0.7786370515823364,0.1821728539177046
13,205,0.7714582681655884,0.1821728539177046
13,282,0.755683958530426,0.1821728539177046
14,18,0.8292815685272217,0.2476750972320715
14,232,0.8089371919631958,0.2476750972320715
15,20,0.8803907632827759,0.1782480868802498
15,252,0.8151807188987732,0.1782480868802498
15,31,0.8126182556152344,0.1782480868802498
15,296,0.7700802087783813,0.1782480868802498
15,184,0.7695776224136353,0.1782480868802498
15,301,0.753400444984436,0.1782480868802498
16,46,0.850562572479248,0.2362564368970906
16,308,0.8246810436248779,0.2362564368970906
16,304,0.8246810436248779,0.2362564368970906
16,98,0.759332537651062,0.2362564368970906
16,280,0.756888747215271,0.2362564368970906
16,175,0.7525638341903687,0.2362564368970906
17,38,0.8473010063171387,0.2528508101372768
17,39,0.8444784879684448,0.2528508101372768
17,299,0.7809999585151672,0.2528508101372768
17,294,0.7786166071891785,0.2528508101372768
17,22,0.7617628574371338,0.2528508101372768
18,14,0.8292815685272217,0.2590787480540645
18,39,0.8068485260009766,0.2590787480540645
18,38,0.7698657512664795,0.2590787480540645
19,104,0.9735866785049438,0.1112898344801851
19,297,0.9405704140663148,0.1112898344801851
19,119,0.8958278894424438,0.1112898344801851
19,10,0.8642996549606323,0.1112898344801851
20,15,0.8803907632827759,0.2173635758870183
20,177,0.7897883057594299,0.2173635758870183
20,31,0.7659000158309937,0.2173635758870183
21,22,0.9543763399124146,0.2560792058265914
21,280,0.8445745706558228,0.2560792058265914
21,292,0.821599006652832,0.2560792058265914
21,309,0.8089009523391724,0.2560792058265914
21,174,0.8061476349830627,0.2560792058265914
21,175,0.8023369908332825,0.2560792058265914
21,32,0.7860578298568726,0.2560792058265914
21,290,0.77916020154953,0.2560792058265914
21,291,0.7710432410240173,0.2560792058265914
21,251,0.7560911774635315,0.2560792058265914
22,21,0.9543763399124146,0.2552606554630513
22,175,0.8710756897926331,0.2552606554630513
22,174,0.8459004759788513,0.2552606554630513
22,280,0.8327252864837646,0.2552606554630513
22,251,0.8211789727210999,0.2552606554630513
22,182,0.7868965864181519,0.2552606554630513
22,32,0.7775688171386719,0.2552606554630513
22,309,0.7735610008239746,0.2552606554630513
22,292,0.7633049488067627,0.2552606554630513
22,11,0.7624948620796204,0.2552606554630513
22,17,0.7617628574371338,0.2552606554630513
22,253,0.7593520283699036,0.2552606554630513
22,173,0.7508894205093384,0.2552606554630513
23,281,0.7633544206619263,0.1844426239959705
24,141,0.9222720265388488,0.2927536999608893
24,233,0.8631510734558105,0.2927536999608893
24,162,0.857393741607666,0.2927536999608893
24,194,0.8543645143508911,0.2927536999608893
24,260,0.8519519567489624,0.2927536999608893
24,30,0.8334686756134033,0.2927536999608893
24,236,0.8325690627098083,0.2927536999608893
24,91,0.8265932202339172,0.2927536999608893
24,235,0.8260882496833801,0.2927536999608893
24,1,0.8257246017456055,0.2927536999608893
24,149,0.8234419822692871,0.2927536999608893
24,29,0.8198092579841614,0.2927536999608893
24,237,0.781084418296814,0.2927536999608893
24,122,0.7749956250190735,0.2927536999608893
24,131,0.7625857591629028,0.2927536999608893
24,150,0.7611547708511353,0.2927536999608893
24,124,0.7561367154121399,0.2927536999608893
25,132,0.8175362348556519,0.2524149121401218
25,236,0.81646728515625,0.2524149121401218
25,1,0.8161351680755615,0.2524149121401218
25,29,0.7743247747421265,0.2524149121401218
25,264,0.7690144777297974,0.2524149121401218
25,124,0.7688713073730469,0.2524149121401218
25,235,0.7596585750579834,0.2524149121401218
25,233,0.7543637156486511,0.2524149121401218
25,123,0.7526857256889343,0.2524149121401218
25,266,0.7517545223236084,0.2524149121401218
26,263,0.9299534559249878,0.1133332973236021
26,227,0.8674140572547913,0.1133332973236021
26,245,0.8248690366744995,0.1133332973236021
26,120,0.8192920684814453,0.1133332973236021
26,28,0.8018033504486084,0.1133332973236021
26,267,0.7938643097877502,0.1133332973236021
26,274,0.7579680681228638,0.1133332973236021
26,70,0.7524778246879578,0.1133332973236021
27,261,0.8805060386657715,0.1886303724494938
27,163,0.8756623864173889,0.1886303724494938
27,164,0.8645509481430054,0.1886303724494938
28,267,0.959627330303192,0.1659334534407257
28,120,0.9336962699890136,0.1659334534407257
28,245,0.9068162441253662,0.1659334534407257
28,263,0.8646223545074463,0.1659334534407257
28,26,0.8018033504486084,0.1659334534407257
28,70,0.7938908338546753,0.1659334534407257
28,227,0.7902255058288574,0.1659334534407257
28,80,0.7726480960845947,0.1659334534407257
28,212,0.7542113661766052,0.1659334534407257
29,30,0.978484869003296,0.229994067840409
29,235,0.9417393207550048,0.229994067840409
29,237,0.9388737678527832,0.229994067840409
29,236,0.9203786253929138,0.229994067840409
29,102,0.9000609517097473,0.229994067840409
29,135,0.8752334117889404,0.229994067840409
29,246,0.8554704189300537,0.229994067840409
29,1,0.8490200042724609,0.229994067840409
29,8,0.8438050746917725,0.229994067840409
29,168,0.8414309024810791,0.229994067840409
29,167,0.8394240736961365,0.229994067840409
29,136,0.8335432410240173,0.229994067840409
29,124,0.8329857587814331,0.229994067840409
29,24,0.8198092579841614,0.229994067840409
29,101,0.8183488845825195,0.229994067840409
29,266,0.8137675523757935,0.229994067840409
29,152,0.8066026568412781,0.229994067840409
29,143,0.801317572593689,0.229994067840409
29,9,0.8012593984603882,0.229994067840409
29,264,0.8001676201820374,0.229994067840409
29,166,0.7947800755500793,0.229994067840409
29,180,0.7795153260231018,0.229994067840409
29,141,0.7764307260513306,0.229994067840409
29,275,0.7755593061447144,0.229994067840409
29,25,0.7743247747421265,0.229994067840409
29,276,0.7695180177688599,0.229994067840409
29,131,0.7651150226593018,0.229994067840409
29,132,0.7641545534133911,0.229994067840409
29,181,0.7628442049026489,0.229994067840409
30,29,0.978484869003296,0.2434723455631456
30,237,0.9432969093322754,0.2434723455631456
30,235,0.9328206777572632,0.2434723455631456
30,102,0.9257807731628418,0.2434723455631456
30,236,0.9110928773880004,0.2434723455631456
30,167,0.8729678988456726,0.2434723455631456
30,135,0.8683751821517944,0.2434723455631456
30,168,0.8571463227272034,0.2434723455631456
30,8,0.853401243686676,0.2434723455631456
30,101,0.8518375158309937,0.2434723455631456
30,1,0.85028475522995,0.2434723455631456
30,246,0.8486438989639282,0.2434723455631456
30,166,0.8359906673431396,0.2434723455631456
30,24,0.8334686756134033,0.2434723455631456
30,136,0.8324366211891174,0.2434723455631456
30,266,0.8310903906822205,0.2434723455631456
30,9,0.8099198341369629,0.2434723455631456
30,264,0.8067979216575623,0.2434723455631456
30,152,0.8059672117233276,0.2434723455631456
30,124,0.8006442785263062,0.2434723455631456
30,143,0.7904372215270996,0.2434723455631456
30,91,0.7818849086761475,0.2434723455631456
30,141,0.7746227979660034,0.2434723455631456
30,276,0.7568087577819824,0.2434723455631456
30,275,0.7568020224571228,0.2434723455631456
30,181,0.7519751787185669,0.2434723455631456
31,252,0.8979772329330444,0.2014300417833434
31,15,0.8126182556152344,0.2014300417833434
31,20,0.7659000158309937,0.2014300417833434
32,280,0.8971260786056519,0.2830412981275933
32,286,0.8718355894088745,0.2830412981275933
32,309,0.8524110913276672,0.2830412981275933
32,175,0.8315327763557434,0.2830412981275933
32,37,0.8284778594970703,0.2830412981275933
32,49,0.8221286535263062,0.2830412981275933
32,11,0.8170527219772339,0.2830412981275933
32,174,0.8086013793945312,0.2830412981275933
32,251,0.796797513961792,0.2830412981275933
32,21,0.7860578298568726,0.2830412981275933
32,291,0.7807023525238037,0.2830412981275933
32,22,0.7775688171386719,0.2830412981275933
32,285,0.7749245166778564,0.2830412981275933
32,12,0.7675263285636902,0.2830412981275933
33,182,0.8022506237030029,0.2265361782874519
34,40,0.9797257781028748,0.2197537359204321
34,42,0.9397672414779664,0.2197537359204321
34,13,0.9217363595962524,0.2197537359204321
34,181,0.8238613605499268,0.2197537359204321
34,180,0.8233078718185425,0.2197537359204321
34,167,0.8088449239730835,0.2197537359204321
34,101,0.8040913939476013,0.2197537359204321
34,275,0.803438663482666,0.2197537359204321
34,166,0.7940154075622559,0.2197537359204321
35,36,0.9683704972267152,0.1275962544504713
35,227,0.8576541543006897,0.1275962544504713
35,10,0.7811691761016846,0.1275962544504713
35,274,0.7746846079826355,0.1275962544504713
36,35,0.9683704972267152,0.1182415474432345
36,227,0.8195326924324036,0.1182415474432345
37,12,0.8886841535568237,0.2653413567299279
37,32,0.8284778594970703,0.2653413567299279
37,176,0.7949807643890381,0.2653413567299279
37,286,0.7834157943725586,0.2653413567299279
37,48,0.7629733085632324,0.2653413567299279
37,11,0.7562558650970459,0.2653413567299279
38,39,0.9927762746810912,0.2671368062680664
38,17,0.8473010063171387,0.2671368062680664
38,18,0.7698657512664795,0.2671368062680664
38,215,0.7537359595298767,0.2671368062680664
39,38,0.9927762746810912,0.2633190404820128
39,17,0.8444784879684448,0.2633190404820128
39,18,0.8068485260009766,0.2633190404820128
40,34,0.9797257781028748,0.2481552724289104
40,42,0.9652357697486876,0.2481552724289104
40,13,0.863630473613739,0.2481552724289104
40,180,0.8299153447151184,0.2481552724289104
40,181,0.8280786275863647,0.2481552724289104
40,275,0.8102527856826782,0.2481552724289104
40,167,0.8050004243850708,0.2481552724289104
40,166,0.7829219102859497,0.2481552724289104
40,101,0.7810686826705933,0.2481552724289104
40,276,0.7627501487731934,0.2481552724289104
41,12,0.8379130363464355,0.2087078483555073
42,40,0.9652357697486876,0.254109003956016
42,34,0.9397672414779664,0.254109003956016
42,181,0.8644218444824219,0.254109003956016
42,180,0.8516659736633301,0.254109003956016
42,167,0.8395873308181763,0.254109003956016
42,13,0.8283122181892395,0.254109003956016
42,275,0.8163361549377441,0.254109003956016
42,101,0.7996777296066284,0.254109003956016
42,166,0.7945038080215454,0.254109003956016
42,276,0.7725878357887268,0.254109003956016
42,246,0.7686707973480225,0.254109003956016
42,132,0.7572145462036133,0.254109003956016
43,48,0.9226632714271544,0.2895131575288816
43,45,0.8134343028068542,0.2895131575288816
43,47,0.7865806818008423,0.2895131575288816
44,238,0.8016535043716431,0.1957125320789603
44,49,0.7984964847564697,0.1957125320789603
44,239,0.7765442132949829,0.1957125320789603
44,307,0.7729460000991821,0.1957125320789603
44,159,0.7524764537811279,0.1957125320789603
45,50,0.9734867811203004,0.2468984786052102
45,47,0.9386181831359864,0.2468984786052102
45,51,0.9246211647987366,0.2468984786052102
45,43,0.8134343028068542,0.2468984786052102
45,48,0.7871139049530029,0.2468984786052102
46,16,0.850562572479248,0.2350213796052093
46,182,0.8019696474075317,0.2350213796052093
46,174,0.777764618396759,0.2350213796052093
46,185,0.764563798904419,0.2350213796052093
47,51,0.9810522794723512,0.2277264996809652
47,45,0.9386181831359864,0.2277264996809652
47,50,0.906837522983551,0.2277264996809652
47,43,0.7865806818008423,0.2277264996809652
48,43,0.9226632714271544,0.3059796693261725
48,45,0.7871139049530029,0.3059796693261725
48,50,0.7695469856262207,0.3059796693261725
48,37,0.7629733085632324,0.3059796693261725
48,175,0.7556198835372925,0.3059796693261725
49,305,0.9048134088516236,0.2376259065682467
49,309,0.8639044165611267,0.2376259065682467
49,32,0.8221286535263062,0.2376259065682467
49,289,0.8212732672691345,0.2376259065682467
49,292,0.8126718997955322,0.2376259065682467
49,250,0.8095906972885132,0.2376259065682467
49,159,0.8030208349227905,0.2376259065682467
49,44,0.7984964847564697,0.2376259065682467
49,238,0.7969627976417542,0.2376259065682467
49,177,0.7899274826049805,0.2376259065682467
49,108,0.7802323698997498,0.2376259065682467
49,239,0.7752246260643005,0.2376259065682467
49,306,0.7739517092704773,0.2376259065682467
49,294,0.767406702041626,0.2376259065682467
50,45,0.9734867811203004,0.2461602596964794
50,51,0.9237825870513916,0.2461602596964794
50,47,0.906837522983551,0.2461602596964794
50,48,0.7695469856262207,0.2461602596964794
50,182,0.7535247802734375,0.2461602596964794
51,47,0.9810522794723512,0.2200438281604514
51,45,0.9246211647987366,0.2200438281604514
51,50,0.9237825870513916,0.2200438281604514
52,57,0.7815283536911011,0.2629787248913377
52,90,0.7762247920036316,0.2629787248913377
53,54,0.933680534362793,0.1937614597302799
53,198,0.9154420495033264,0.1937614597302799
53,234,0.9120604991912842,0.1937614597302799
53,134,0.826302170753479,0.1937614597302799
54,53,0.933680534362793,0.2043528271922335
54,234,0.9082192182540894,0.2043528271922335
54,198,0.8602372407913208,0.2043528271922335
54,134,0.7733531594276428,0.2043528271922335
55,2,0.8248856663703918,0.2306341788933847
55,269,0.8204177618026733,0.2306341788933847
55,189,0.8072489500045776,0.2306341788933847
55,85,0.7870892882347107,0.2306341788933847
55,112,0.7519888877868652,0.2306341788933847
56,58,0.9981404542922974,0.2620962045048348
56,287,0.8883299231529236,0.2620962045048348
56,288,0.8652835488319397,0.2620962045048348
56,255,0.800370991230011,0.2620962045048348
56,258,0.7935718297958374,0.2620962045048348
56,257,0.7768309116363525,0.2620962045048348
56,88,0.7651307582855225,0.2620962045048348
56,125,0.7573326826095581,0.2620962045048348
56,197,0.7571924924850464,0.2620962045048348
57,3,0.8262071013450623,0.2861182277296155
57,139,0.807544469833374,0.2861182277296155
57,52,0.7815283536911011,0.2861182277296155
58,56,0.9981404542922974,0.2655473846537522
58,287,0.8852202892303467,0.2655473846537522
58,288,0.8624573945999146,0.2655473846537522
58,255,0.8000953793525696,0.2655473846537522
58,258,0.7973961234092712,0.2655473846537522
58,257,0.7721096873283386,0.2655473846537522
58,88,0.7631957530975342,0.2655473846537522
58,197,0.7619969844818115,0.2655473846537522
58,125,0.7505590915679932,0.2655473846537522
59,147,0.8674445152282715,0.3039097723226768
59,146,0.8120762705802917,0.3039097723226768
60,76,0.8768384456634521,0.2575622508391595
60,75,0.8609701991081238,0.2575622508391595
60,78,0.8423680067062378,0.2575622508391595
60,61,0.8344389200210571,0.2575622508391595
60,137,0.8311688899993896,0.2575622508391595
60,193,0.8236253261566162,0.2575622508391595
60,67,0.803285539150238,0.2575622508391595
60,74,0.7950494885444641,0.2575622508391595
60,62,0.7939207553863525,0.2575622508391595
60,190,0.7855678796768188,0.2575622508391595
60,79,0.7840515971183777,0.2575622508391595
60,192,0.7828493714332581,0.2575622508391595
60,114,0.7537872791290283,0.2575622508391595
61,75,0.8910622000694275,0.2984381406106792
61,128,0.8750420808792114,0.2984381406106792
61,67,0.8747506141662598,0.2984381406106792
61,113,0.8567694425582886,0.2984381406106792
61,115,0.850873589515686,0.2984381406106792
61,190,0.8356914520263672,0.2984381406106792
61,60,0.8344389200210571,0.2984381406106792
61,193,0.8234673738479614,0.2984381406106792
61,126,0.8074580430984497,0.2984381406106792
61,76,0.8042752742767334,0.2984381406106792
61,137,0.8034501075744629,0.2984381406106792
61,74,0.7794303894042969,0.2984381406106792
61,86,0.779033899307251,0.2984381406106792
61,114,0.7742933034896851,0.2984381406106792
61,192,0.7617096900939941,0.2984381406106792
62,65,0.9429839849472046,0.2545839445851445
62,66,0.8980957269668579,0.2545839445851445
62,76,0.8710851669311523,0.2545839445851445
62,78,0.7994347214698792,0.2545839445851445
62,60,0.7939207553863525,0.2545839445851445
62,137,0.7587203979492188,0.2545839445851445
65,62,0.9429839849472046,0.2785100550435412
65,66,0.9138131141662598,0.2785100550435412
65,76,0.8576668500900269,0.2785100550435412
65,137,0.7719730138778687,0.2785100550435412
65,309,0.7523198127746582,0.2785100550435412
65,188,0.7516800165176392,0.2785100550435412
66,65,0.9138131141662598,0.3015333260528552
66,62,0.8980957269668579,0.3015333260528552
66,76,0.8898459076881409,0.3015333260528552
67,61,0.8747506141662598,0.2585548604734408
67,76,0.8524125218391418,0.2585548604734408
67,75,0.8309057354927063,0.2585548604734408
67,193,0.8088285326957703,0.2585548604734408
67,60,0.803285539150238,0.2585548604734408
67,190,0.8000314831733704,0.2585548604734408
67,114,0.7946902513504028,0.2585548604734408
67,74,0.7819913029670715,0.2585548604734408
67,128,0.7739643454551697,0.2585548604734408
67,115,0.772494375705719,0.2585548604734408
67,139,0.7644219994544983,0.2585548604734408
68,69,0.7728514671325684,0.2273948221756056
69,261,0.8623164892196655,0.1678060139276491
69,163,0.8018214702606201,0.1678060139276491
69,262,0.780036449432373,0.1678060139276491
69,68,0.7728514671325684,0.1678060139276491
70,120,0.8853705525398254,0.1854414532835872
70,267,0.8087226152420044,0.1854414532835872
70,245,0.8023335933685303,0.1854414532835872
70,28,0.7938908338546753,0.1854414532835872
70,26,0.7524778246879578,0.1854414532835872
72,118,0.951297402381897,0.2656497818272049
72,5,0.8828959465026855,0.2656497818272049
72,300,0.8712023496627808,0.2656497818272049
72,171,0.8691272139549255,0.2656497818272049
72,247,0.8613993525505066,0.2656497818272049
72,83,0.8593467473983765,0.2656497818272049
72,183,0.8560775518417358,0.2656497818272049
72,106,0.8346360921859741,0.2656497818272049
72,103,0.819948136806488,0.2656497818272049
72,196,0.8033533692359924,0.2656497818272049
72,284,0.7787971496582031,0.2656497818272049
72,219,0.7712211608886719,0.2656497818272049
72,295,0.7566186189651489,0.2656497818272049
72,228,0.7522830963134766,0.2656497818272049
73,96,0.8953917026519775,0.1613463259364564
73,7,0.8777039051055908,0.1613463259364564
74,75,0.8537346124649048,0.1996647261392575
74,60,0.7950494885444641,0.1996647261392575
74,67,0.7819913029670715,0.1996647261392575
74,61,0.7794303894042969,0.1996647261392575
74,114,0.7777999639511108,0.1996647261392575
74,115,0.7677468061447144,0.1996647261392575
74,113,0.7518454790115356,0.1996647261392575
75,61,0.8910622000694275,0.2701103281000623
75,60,0.8609701991081238,0.2701103281000623
75,74,0.8537346124649048,0.2701103281000623
75,114,0.8461729288101196,0.2701103281000623
75,113,0.8372910022735596,0.2701103281000623
75,115,0.8332043886184692,0.2701103281000623
75,67,0.8309057354927063,0.2701103281000623
75,76,0.8070948123931885,0.2701103281000623
75,190,0.8048627972602844,0.2701103281000623
75,79,0.7982368469238281,0.2701103281000623
75,193,0.7940763235092163,0.2701103281000623
75,137,0.7548190951347351,0.2701103281000623
76,66,0.8898459076881409,0.3249193593062246
76,60,0.8768384456634521,0.3249193593062246
76,62,0.8710851669311523,0.3249193593062246
76,65,0.8576668500900269,0.3249193593062246
76,67,0.8524125218391418,0.3249193593062246
76,79,0.8489960432052612,0.3249193593062246
76,193,0.8448408842086792,0.3249193593062246
76,137,0.8420127034187317,0.3249193593062246
76,78,0.8295332789421082,0.3249193593062246
76,75,0.8070948123931885,0.3249193593062246
76,61,0.8042752742767334,0.3249193593062246
76,114,0.7803212404251099,0.3249193593062246
76,190,0.7795602083206177,0.3249193593062246
77,87,0.924217700958252,0.2360172819572325
77,82,0.8765830397605896,0.2360172819572325
77,88,0.8514546155929565,0.2360172819572325
77,127,0.8438660502433777,0.2360172819572325
77,125,0.8371772766113281,0.2360172819572325
77,128,0.7658066153526306,0.2360172819572325
78,60,0.8423680067062378,0.2958416041453925
78,76,0.8295332789421082,0.2958416041453925
78,137,0.8249098658561707,0.2958416041453925
78,62,0.7994347214698792,0.2958416041453925
78,196,0.7609149217605591,0.2958416041453925
78,188,0.7595471143722534,0.2958416041453925
79,76,0.8489960432052612,0.288706902658549
79,193,0.840736448764801,0.288706902658549
79,114,0.836161732673645,0.288706902658549
79,75,0.7982368469238281,0.288706902658549
79,190,0.7901836633682251,0.288706902658549
79,60,0.7840515971183777,0.288706902658549
80,227,0.7922376990318298,0.1340759457684101
80,28,0.7726480960845947,0.1340759457684101
80,120,0.7510193586349487,0.1340759457684101
82,127,0.9010941982269288,0.2412499990492773
82,125,0.8947533369064331,0.2412499990492773
82,77,0.8765830397605896,0.2412499990492773
82,87,0.7874671816825867,0.2412499990492773
82,128,0.7867431044578552,0.2412499990492773
82,192,0.7612311840057373,0.2412499990492773
83,72,0.8593467473983765,0.2819501819095006
83,118,0.850464403629303,0.2819501819095006
84,195,0.8400892019271851,0.2729967661490574
84,85,0.829695463180542,0.2729967661490574
84,189,0.7906016111373901,0.2729967661490574
84,169,0.7884904146194458,0.2729967661490574
85,189,0.8878423571586609,0.2595892834280745
85,84,0.829695463180542,0.2595892834280745
85,195,0.8063160181045532,0.2595892834280745
85,196,0.788467288017273,0.2595892834280745
85,55,0.7870892882347107,0.2595892834280745
85,269,0.782748818397522,0.2595892834280745
86,139,0.7918234467506409,0.2745421828952031
86,190,0.7878242135047913,0.2745421828952031
86,61,0.779033899307251,0.2745421828952031
86,193,0.7786139249801636,0.2745421828952031
86,113,0.760926365852356,0.2745421828952031
87,88,0.9302064180374146,0.2315896722151877
87,77,0.924217700958252,0.2315896722151877
87,125,0.8564858436584473,0.2315896722151877
87,127,0.8542253971099854,0.2315896722151877
87,82,0.7874671816825867,0.2315896722151877
87,128,0.7705847024917603,0.2315896722151877
88,87,0.9302064180374146,0.237982710219396
88,77,0.8514546155929565,0.237982710219396
88,125,0.8313544988632202,0.237982710219396
88,127,0.8247404098510742,0.237982710219396
88,56,0.7651307582855225,0.237982710219396
88,58,0.7631957530975342,0.237982710219396
89,112,0.8854262828826904,0.2695937243055183
89,111,0.8416050672531128,0.2695937243055183
90,52,0.7762247920036316,0.2528212238103151
91,131,0.8480498790740967,0.2838528444990515
91,1,0.8439064025878906,0.2838528444990515
91,260,0.8336441516876221,0.2838528444990515
91,24,0.8265932202339172,0.2838528444990515
91,162,0.8156745433807373,0.2838528444990515
91,92,0.8021706342697144,0.2838528444990515
91,102,0.7866300344467163,0.2838528444990515
91,30,0.7818849086761475,0.2838528444990515
92,101,0.8806841373443604,0.2001247780796247
92,166,0.8408653736114502,0.2001247780796247
92,167,0.8114530444145203,0.2001247780796247
92,91,0.8021706342697144,0.2001247780796247
92,102,0.7999475002288818,0.2001247780796247
92,1,0.7672218084335327,0.2001247780796247
94,97,0.90211284160614,0.1552721450980098
94,163,0.8094040155410767,0.1552721450980098
94,7,0.7759847640991211,0.1552721450980098
94,96,0.7745607495307922,0.1552721450980098
94,261,0.7622525095939636,0.1552721450980098
94,262,0.7584971189498901,0.1552721450980098
95,100,0.9883652925491332,0.224393488077548
96,7,0.9203196167945862,0.124704514302837
96,73,0.8953917026519775,0.124704514302837
96,94,0.7745607495307922,0.124704514302837
96,271,0.7686034440994263,0.124704514302837
97,94,0.90211284160614,0.2115122545689058
98,308,0.8681360483169556,0.1884753472995929
98,304,0.8681359887123108,0.1884753472995929
98,16,0.759332537651062,0.1884753472995929
100,95,0.9883652925491332,0.2030312223895527
101,167,0.950953483581543,0.2515560523450624
101,166,0.9433972835540771,0.2515560523450624
101,102,0.9125149250030518,0.2515560523450624
101,92,0.8806841373443604,0.2515560523450624
101,236,0.8721864223480225,0.2515560523450624
101,30,0.8518375158309937,0.2515560523450624
101,235,0.8201702833175659,0.2515560523450624
